Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"49589","1","2019-04-19 13:24:58","0","1746","<python><pandas><dataframe>","3",""
"49591","1","2019-04-19 13:43:30","5","199","<data-mining><nlp><web-scraping>","1",""
"49599","1","2019-04-19 15:28:43","2","69","<clustering><evaluation><information-theory><mutual-information>","1",""
"49600","1","2019-04-19 15:29:18","1","77","<machine-learning><machine-learning-model><object-detection>","1",""
"49606","1","2019-04-19 18:52:01","3","843","<lstm><bayesian><dropout>","1",""
"49608","1","2019-04-19 19:12:41","1","44","<neural-network>","1",""
"49610","1","2019-04-19 19:26:06","0","236","<scikit-learn><nlp><clustering><unsupervised-learning><mean-shift>","0",""
"49611","1","2019-04-19 19:40:17","1","30","<powerbi>","1",""
"49612","1","2019-04-19 21:08:29","3","494","<dataset>","3","1"
"49620","1","2019-04-20 01:06:51","4","574","<machine-learning><scikit-learn><distance><k-nn>","1",""
"49621","1","2019-04-20 01:57:53","3","65","<machine-learning><nlp><loss-function>","1",""
"49623","1","2019-04-20 03:52:12","1","239","<machine-learning><r><glm>","0",""
"61285","1","2019-10-05 00:42:34","1","49","<python><neural-network><keras>","1","1"
"61286","1","2019-10-05 03:03:27","0","17","<machine-learning><predictive-modeling>","1",""
"61287","1","2019-10-05 03:42:22","0","109","<neural-network><activation-function>","1",""
"61289","1","2019-10-05 05:56:08","0","47","<machine-learning><linear-regression>","2",""
"61299","1","2019-10-05 11:51:28","1","370","<machine-learning><xgboost><probability-calibration>","1",""
"61300","1","2019-10-05 12:13:56","0","68","<machine-learning><neural-network><autoencoder><neural>","1",""
"61301","1","2019-10-05 12:21:27","1","11","<python><ipython>","0",""
"61302","1","2019-10-05 13:55:56","0","155","<python><cnn><image-recognition>","1",""
"61308","1","2019-10-05 16:07:00","1","140","<neural-network><cnn><convnet>","1","0"
"61310","1","2019-10-05 16:15:11","1","18","<cnn><convnet><feature-extraction>","0",""
"61312","1","2019-10-05 16:59:38","0","78","<machine-learning><nlp><clustering>","1",""
"61315","1","2019-10-05 19:09:37","1","21","<machine-learning>","0",""
"61316","1","2019-10-05 19:31:24","0","23","<machine-learning><classification><object-detection><object-recognition>","1",""
"61323","1","2019-10-06 02:34:05","0","613","<classification><scikit-learn><pipelines>","1",""
"61324","1","2019-10-06 03:03:02","0","209","<python><keras><cnn><heatmap>","0",""
"61331","1","2019-10-06 11:42:59","0","139","<keras><tensorflow>","0",""
"61333","1","2019-10-06 13:20:52","0","23","<machine-learning><machine-learning-model><ensemble-modeling><boosting><ensemble-learning>","1",""
"61346","1","2019-10-06 19:19:33","1","840","<scikit-learn><pca><dimensionality-reduction>","1",""
"61348","1","2019-10-06 20:24:27","2","163","<python><tensorflow>","1","1"
"61349","1","2019-10-06 20:45:53","0","31","<machine-learning><dataset><correlation><data-analysis>","1",""
"61356","1","2019-10-07 05:05:39","0","51","<data-mining><data><preprocessing><geospatial>","0",""
"61358","1","2019-10-07 05:23:59","1","757","<deep-learning><lstm><rnn><activation-function>","2",""
"61360","1","2019-10-07 06:04:34","1","138","<keras><tensorflow><loss-function>","1",""
"61362","1","2019-10-07 06:29:26","1","45","<ensemble-modeling><ensemble-learning>","2",""
"61374","1","2019-10-07 10:53:53","0","360","<keras><gan>","0",""
"61377","1","2019-10-07 11:45:08","0","21","<machine-learning><neural-network><linear-regression><decision-trees><ai>","0",""
"61381","1","2019-10-07 12:34:02","0","64","<cnn><pytorch>","1",""
"61382","1","2019-10-07 12:35:47","1","23","<decision-trees>","0",""
"61387","1","2019-10-07 15:47:53","0","17","<pca><dimensionality-reduction><tsne>","0",""
"61391","1","2019-10-07 17:36:27","2","27","<python><neural-network><prediction><ensemble-learning>","1","1"
"78187","1","2020-07-23 12:19:54","2","51","<python><r><regression><correlation>","2",""
"78188","1","2020-07-23 12:24:34","1","20","<machine-learning><regression>","1",""
"78189","1","2020-07-23 12:32:51","2","40","<machine-learning><text-mining><accuracy>","1",""
"78191","1","2020-07-23 12:33:40","0","65","<dataset><algorithms>","3",""
"78192","1","2020-07-23 12:50:23","0","36","<machine-learning><python><missing-data><data-imputation>","1",""
"78193","1","2020-07-23 13:04:41","1","12","<neural-network><recurrent-neural-net><sequence><sequential-pattern-mining>","0",""
"78194","1","2020-07-23 13:09:12","3","337","<python><scikit-learn><dataset><pandas>","1",""
"78196","1","2020-07-23 13:49:40","0","35","<machine-learning><time-series><feature-engineering>","1",""
"78197","1","2020-07-23 13:59:34","-1","13","<deep-learning><cnn><computer-vision><yolo><coursera>","1",""
"78204","1","2020-07-23 15:20:19","0","22","<machine-learning><deep-learning><convnet><autoencoder>","0",""
"78208","1","2020-07-23 15:59:51","0","21","<image><tableau>","1",""
"78212","1","2020-07-23 18:26:26","1","32","<machine-learning><deep-learning><keras><tensorflow>","1",""
"78214","1","2020-07-23 18:33:37","2","49","<data><machine-learning-model>","2","1"
"78218","1","2020-07-23 20:42:48","1","53","<machine-learning><dataset><feature-engineering>","2",""
"78220","1","2020-07-23 21:30:38","1","46","<machine-learning><reinforcement-learning><policy-gradients><derivation>","1",""
"78221","1","2020-07-23 21:57:07","0","52","<machine-learning><deep-learning><keras><scikit-learn>","1",""
"78222","1","2020-07-23 22:17:56","0","13","<python><tensorflow><autoencoder>","1",""
"78224","1","2020-07-23 22:33:27","0","11","<python><pandas><data-cleaning><dataframe><interpolation>","0",""
"78227","1","2020-07-24 01:36:09","1","34","<machine-learning><deep-learning>","1",""
"78228","1","2020-07-24 01:42:13","0","11","<time-series><pandas><data-cleaning><dataframe><normalization>","0",""
"78233","1","2020-07-24 06:03:10","3","278","<keras><similarity><distance><features>","2","0"
"78235","1","2020-07-24 06:50:51","0","12","<python><classification><nlp>","0",""
"78237","1","2020-07-24 07:01:25","1","15","<dataset><version-control>","1",""
"78242","1","2020-07-24 07:34:40","1","16","<machine-learning><statistics><unsupervised-learning><books>","1",""
"78246","1","2020-07-24 08:23:14","4","110","<correlation><collinearity><pearsons-correlation-coefficient>","2",""
"78248","1","2020-07-24 08:47:02","0","18","<deep-learning><overfitting><bias><weight-initialization><epochs>","1",""
"78252","1","2020-07-23 20:46:23","0","51","<python><machine-learning><regression><classification><xgboost>","0",""
"78253","1","2020-07-24 09:41:01","0","56","<python><scikit-learn>","0",""
"78254","1","2020-07-24 09:57:46","0","27","<machine-learning><object-detection>","2",""
"78262","1","2020-07-24 12:21:47","0","30","<machine-learning><dataset><evaluation>","1","0"
"78263","1","2020-07-24 12:29:47","0","13","<machine-learning><python><neural-network><keras><lstm>","0",""
"78265","1","2020-07-24 12:40:47","-1","34","<pandas><data><numpy><cosine-distance>","1",""
"78268","1","2020-07-24 13:32:37","1","33","<machine-learning><dataset><training><evaluation><speech-to-text>","0",""
"78269","1","2020-07-24 13:53:50","1","26","<machine-learning><python><tensorflow><machine-learning-model><neural-style-transfer>","0",""
"78271","1","2020-07-24 14:31:40","0","30","<machine-learning><xgboost>","0",""
"49625","1","2019-04-20 06:42:14","2","2585","<deep-learning><reinforcement-learning><openai-gym>","1",""
"49628","1","2019-04-20 08:30:34","1","78","<optimization><accuracy><hyperparameter-tuning><k-nn>","1",""
"49629","1","2019-04-20 09:06:55","2","37","<classification><scikit-learn>","1",""
"49638","1","2019-04-20 14:23:44","1","213","<deep-learning><keras><cnn><image-classification><transfer-learning>","0",""
"49639","1","2019-04-20 14:24:55","1","359","<neural-network><tensorflow><convnet><performance><hyperparameter-tuning>","1",""
"49640","1","2019-04-20 14:30:35","1","26","<neural-network><tensorflow><automatic-summarization>","0",""
"49641","1","2019-04-20 15:57:27","1","174","<python><pandas>","1",""
"49643","1","2019-04-20 16:45:55","1","20","<python><tensorflow>","0",""
"49645","1","2019-04-20 17:10:31","1","362","<python><keras><autoencoder>","1",""
"49649","1","2019-04-20 18:02:55","2","157","<machine-learning><neural-network><deep-learning><keras><cnn>","2",""
"49655","1","2019-04-20 23:55:27","0","339","<cnn><pytorch>","1",""
"49658","1","2019-04-21 02:05:27","1","86","<svm><boosting><svr>","0",""
"49661","1","2019-04-21 02:23:37","2","517","<pca><dimensionality-reduction><distance>","2","2"
"49666","1","2019-04-21 06:31:19","5","1375","<neural-network><gradient-descent><activation-function>","2","1"
"49668","1","2019-04-21 09:15:34","1","790","<machine-learning-model><imbalanced-learn>","1",""
"49669","1","2019-04-21 09:24:45","3","236","<python>","1",""
"49671","1","2019-04-21 10:53:01","0","75","<r><clustering><k-means><dbscan>","1",""
"49673","1","2019-04-21 11:34:55","1","10","<cnn>","0",""
"49674","1","2019-04-21 12:43:46","1","58","<machine-learning><similarity><model-selection>","2",""
"49676","1","2019-04-21 13:20:37","1","287","<machine-learning><neural-network><deep-learning><cnn><structured-data>","1",""
"49680","1","2019-04-21 14:53:44","1","127","<python><hyperparameter-tuning><bayesian><grid-search>","1",""
"49682","1","2019-04-21 15:48:27","0","46","<machine-learning><neural-network><deep-learning><rnn><machine-translation>","1",""
"49683","1","2019-04-21 16:15:45","3","218","<machine-learning><scikit-learn><sampling>","2",""
"49686","1","2019-04-21 16:54:15","0","150","<dataset><pandas>","1",""
"49688","1","2019-04-21 18:05:23","1","232","<machine-learning><python><time-series><regression><forecasting>","0",""
"49693","1","2019-04-21 20:06:22","0","117","<r><time-series><data-analysis>","2","1"
"49697","1","2019-04-21 22:44:23","0","222","<python><random-forest><feature-extraction>","1",""
"49700","1","2019-04-22 01:01:08","1","663","<python><classification><keras><k-means>","1",""
"49706","1","2019-04-22 05:36:41","0","27","<machine-learning><deep-learning><keras>","0",""
"49709","1","2019-04-22 09:25:25","2","1348","<neural-network><deep-learning><convnet><autoencoder>","1","1"
"49711","1","2019-04-22 09:53:55","1","73","<machine-learning><keras><loss-function>","0",""
"49712","1","2019-04-22 10:41:28","7","1772","<nlp><natural-language-process><stanford-nlp>","1","0"
"49718","1","2019-04-22 14:35:02","1","57","<machine-learning><preprocessing><feature-scaling>","1",""
"49720","1","2019-04-22 15:56:36","2","71","<machine-learning><neural-network><deep-learning><lstm><supervised-learning>","1",""
"49721","1","2019-04-22 16:02:27","0","52","<machine-learning><pandas><normalization><k-nn>","1",""
"49723","1","2019-04-22 17:08:26","0","25","<machine-learning><dataset><supervised-learning>","1",""
"78276","1","2020-07-24 15:39:57","1","24","<statistics><communication>","1",""
"78277","1","2020-07-24 15:41:03","2","54","<python><classification><probability><lightgbm><probability-calibration>","1",""
"78280","1","2020-07-24 18:09:34","0","14","<python><recommender-system><databases><azure-ml><cloud-computing>","0",""
"78282","1","2020-07-24 18:39:52","0","26","<convnet>","1",""
"78284","1","2020-07-24 19:37:56","2","42","<xgboost>","1",""
"78287","1","2020-07-24 23:58:48","0","8","<ranking><learning-to-rank>","0",""
"78295","1","2020-07-25 09:51:04","0","47","<machine-learning><python><coursera>","1",""
"78296","1","2020-07-25 10:09:46","0","67","<logistic-regression><sampling>","1",""
"78298","1","2020-07-25 12:03:35","2","70","<machine-learning><feature-selection><logistic-regression>","2",""
"78302","1","2020-07-25 16:01:29","0","22","<research><hypothesis-testing>","0",""
"78304","1","2020-07-25 18:07:44","0","26","<nlp><clustering>","0",""
"78306","1","2020-07-25 19:17:12","2","48","<machine-learning><neural-network><deep-learning><nlp><cnn>","1",""
"78309","1","2020-07-26 02:08:42","0","14","<python><scipy><statsmodels><hypothesis-testing>","0",""
"78310","1","2020-07-26 02:18:11","0","11","<python><statsmodels><hypothesis-testing>","0",""
"78311","1","2020-07-26 02:21:02","0","44","<machine-learning><keras><tensorflow><lstm>","0",""
"78312","1","2020-07-26 02:34:57","0","29","<naive-bayes-classifier>","0",""
"78313","1","2020-07-26 03:53:12","0","20","<machine-learning><sequence><sequence-to-sequence><networkx>","0",""
"78315","1","2020-07-26 04:20:45","1","20","<convnet><pytorch>","1",""
"78316","1","2020-07-26 04:51:48","0","31","<machine-learning><neural-network><deep-learning><accuracy><research>","1",""
"78321","1","2020-07-26 09:54:38","0","22","<kernel><reference-request><gaussian>","0",""
"78322","1","2020-07-26 10:54:37","0","37","<python><nlp><computer-vision><ocr><image-segmentation>","0",""
"78324","1","2020-07-26 11:03:50","1","33","<clustering><k-means>","1",""
"78329","1","2020-07-26 12:42:58","1","15","<mutual-information>","0","1"
"78331","1","2020-07-26 13:23:15","0","27","<machine-learning><image-segmentation>","0",""
"78336","1","2020-07-26 14:31:09","0","32","<neural-network><deep-learning><keras><regression><cnn>","0",""
"78340","1","2020-07-26 15:19:50","5","408","<naive-bayes-algorithim>","1",""
"78341","1","2020-07-26 16:08:05","1","44","<regularization>","2","1"
"78343","1","2020-07-26 16:50:47","0","12","<tensorflow><rnn>","0",""
"78344","1","2020-07-26 19:22:06","1","23","<accuracy><explainable-ai>","1",""
"78345","1","2020-07-26 19:41:28","0","36","<clustering><k-means><evaluation>","1",""
"78346","1","2020-07-26 20:37:00","0","21","<python><data><ranking>","0",""
"78348","1","2020-07-27 00:31:29","1","27","<python><time-series>","0",""
"78349","1","2020-07-27 01:10:46","0","31","<machine-learning-model><k-nn><self-study><non-parametric>","1","1"
"78350","1","2020-07-27 01:21:55","0","37","<machine-learning><boosting><gridsearchcv>","0",""
"78353","1","2020-07-27 05:24:00","0","28","<visualization><matplotlib><plotting><heatmap>","1",""
"78355","1","2020-07-27 06:00:55","0","38","<visualization><windows>","1",""
"78358","1","2020-07-27 07:12:53","0","64","<python><pandas><data-analysis>","0",""
"78360","1","2020-07-27 08:51:18","2","75","<gradient-descent>","2",""
"61395","1","2019-10-07 19:10:29","4","403","<features><lightgbm><predictor-importance><shap>","2","3"
"61396","1","2019-10-07 19:16:39","1","60","<neural-network><keras><multiclass-classification><unsupervised-learning><multilabel-classification>","1","1"
"61397","1","2019-10-07 20:18:05","4","73","<machine-learning>","2","1"
"61398","1","2019-10-07 20:30:13","3","1334","<nlp><tfidf>","3",""
"61402","1","2019-10-08 00:06:45","1","28","<apache-spark>","0",""
"61404","1","2019-10-08 01:32:59","1","19","<nlp><derivation>","1","1"
"61407","1","2019-10-08 03:39:49","5","85","<machine-learning><time-series><clustering><k-means><unsupervised-learning>","2",""
"61408","1","2019-10-08 04:13:37","0","22","<pandas><methods>","1",""
"61411","1","2019-10-08 06:33:49","0","21","<python><dataset>","0",""
"61412","1","2019-10-08 07:31:05","1","139","<python><keras><time-series>","1",""
"61417","1","2019-10-08 09:43:28","4","154","<python><scikit-learn><seaborn>","2","1"
"61418","1","2019-10-08 09:47:51","2","1297","<random-forest>","2",""
"61419","1","2019-10-08 09:49:16","0","32","<neural-network><unsupervised-learning>","1",""
"61421","1","2019-10-08 10:42:21","1","23","<python><prediction><arima>","1",""
"61427","1","2019-10-08 11:48:00","1","326","<machine-learning><dataset><cnn><svm><cross-validation>","1",""
"61428","1","2019-10-08 12:12:26","0","123","<python><classification><time-series><pandas><churn>","1","0"
"61433","1","2019-10-08 13:40:01","1","73","<python><deep-learning><tensorflow>","1",""
"61434","1","2019-10-08 13:50:15","0","28","<neural-network><keras>","1",""
"61440","1","2019-10-08 15:45:18","2","743","<classification><scikit-learn><decision-trees><multiclass-classification><unbalanced-classes>","2",""
"61441","1","2019-10-08 16:17:38","0","47","<python><neural-network><cross-validation><correlation><ensemble-modeling>","2",""
"61445","1","2019-10-08 16:58:29","2","69","<neural-network><perceptron><terminology><mlp>","1",""
"61446","1","2019-10-08 16:59:01","0","14","<statistics>","1",""
"61447","1","2019-10-08 17:05:50","0","196","<bert>","1",""
"61455","1","2019-10-08 19:41:36","1","27","<cnn><object-detection><image-preprocessing>","0","1"
"61461","1","2019-10-09 00:37:29","2","145","<time-series><variance>","2",""
"61466","1","2019-10-09 05:31:57","0","736","<definitions>","2",""
"61467","1","2019-10-09 05:42:32","0","1341","<keras><training><cross-validation><prediction>","1",""
"61470","1","2019-10-09 07:12:02","0","327","<machine-learning><python><pandas><numpy>","1",""
"61473","1","2019-10-09 07:51:29","0","26","<linear-regression><forecasting><forecast>","2",""
"61483","1","2019-10-09 11:39:37","1","1874","<python><multiclass-classification><score>","1",""
"61485","1","2019-10-09 12:19:35","0","27","<python><probability><scipy>","1",""
"61486","1","2019-10-09 12:24:50","1","27","<gridsearchcv>","1",""
"61487","1","2019-10-09 12:45:59","1","50","<machine-learning><hyperparameter-tuning>","0",""
"61489","1","2019-10-09 13:04:10","0","136","<machine-learning><time-series><machine-learning-model><data-science-model><forecasting>","1",""
"61490","1","2019-10-09 13:08:50","3","65","<machine-learning><classification><image-segmentation>","2","2"
"61491","1","2019-10-09 13:47:18","2","394","<nlp><word-embeddings><embeddings>","3",""
"61493","1","2019-10-09 14:00:44","0","43","<recommender-system>","1",""
"68285","1","2020-02-18 13:17:49","0","17","<time-series><bigdata><pytorch><databases><pipelines>","0",""
"68287","1","2020-02-18 13:58:27","2","49","<machine-learning><feature-selection><random-forest><cross-validation>","1","1"
"68291","1","2020-02-18 16:03:01","1","164","<python><decision-trees><cross-validation><grid-search>","2",""
"68292","1","2020-02-18 16:50:03","2","29","<machine-learning><naive-bayes-classifier><gaussian>","1",""
"68293","1","2020-02-18 17:24:18","1","419","<machine-learning><class-imbalance><f1score>","1",""
"68294","1","2020-02-18 17:34:10","0","37","<neural-network><tensorflow>","0",""
"68297","1","2020-02-18 18:06:40","0","20","<reinforcement-learning><optimization><evaluation><policy-gradients>","0",""
"68298","1","2020-02-18 18:06:43","3","50","<dataset><data><visualization><sensors>","1",""
"68299","1","2020-02-18 19:08:19","2","29","<neural-network><time-series><lstm>","1",""
"68300","1","2020-02-18 19:11:03","2","70","<machine-learning><probability><naive-bayes-classifier><bayesian><gaussian>","1",""
"68303","1","2020-02-18 20:12:27","0","6","<pandas><numpy><dataframe>","0",""
"68305","1","2020-02-18 22:15:50","1","15","<r><time-series><normalization>","0",""
"68306","1","2020-02-18 22:34:22","1","83","<deep-learning><tensorflow><transfer-learning>","1",""
"68316","1","2020-02-19 04:14:39","0","15","<categories>","1",""
"68318","1","2020-02-19 04:30:29","3","492","<python><neural-network><activation-function>","1",""
"68320","1","2020-02-19 05:58:57","1","17","<plotting><arima>","0",""
"68321","1","2020-02-19 06:14:45","0","15","<image-preprocessing><image-segmentation>","0",""
"68322","1","2020-02-19 07:29:57","1","50","<machine-learning><prediction><accuracy><confusion-matrix>","1","1"
"68327","1","2020-02-19 09:18:08","4","889","<activation-function>","6",""
"68329","1","2020-02-19 10:15:54","2","19","<machine-learning><scikit-learn><random-forest><cross-validation><pipelines>","0",""
"68331","1","2020-02-19 10:18:11","2","3332","<python><neural-network><keras><loss-function>","2",""
"68334","1","2020-02-19 11:46:35","0","25","<deep-learning><nlp><lstm><bioinformatics><ann>","0",""
"68335","1","2020-02-19 09:50:53","0","40","<reinforcement-learning>","0",""
"68336","1","2020-02-19 12:36:54","1","380","<keras>","1","1"
"68337","1","2020-02-19 13:06:06","0","28","<scikit-learn><xgboost>","0",""
"68339","1","2020-02-19 13:32:35","1","100","<audio-recognition>","1",""
"68340","1","2020-02-19 13:44:39","1","15","<regression><regularization><finance><lasso>","0",""
"68342","1","2020-02-19 13:46:11","2","69","<python><clustering><pandas><k-means><numpy>","1",""
"68344","1","2020-02-19 14:37:53","0","24","<gpu><hardware>","1",""
"68346","1","2020-02-19 15:01:15","0","68","<machine-learning><python><scikit-learn><unsupervised-learning><anomaly-detection>","0",""
"68347","1","2020-02-19 15:10:57","1","33","<regression><categorical-data><categorical-encoding>","1",""
"68354","1","2020-02-19 17:08:39","4","174","<machine-learning><deep-learning><tensorflow><convnet><deep-network>","0",""
"68356","1","2020-02-19 17:59:12","2","17","<classification><naive-bayes-classifier><bayesian>","1",""
"49730","1","2019-04-22 19:10:19","0","36","<machine-learning><performance>","1",""
"49731","1","2019-04-22 19:30:29","1","299","<python><nlp>","0",""
"49739","1","2019-04-22 20:39:21","0","33","<machine-learning><keras>","0",""
"49740","1","2019-04-22 21:43:27","1","85","<classification><mnist>","1",""
"49742","1","2019-04-23 00:56:39","2","187","<variance><bias>","1",""
"49744","1","2019-04-23 02:35:08","3","866","<machine-learning><neural-network><gan><generative-models>","1","1"
"49746","1","2019-04-23 05:51:19","3","1222","<xgboost><cross-validation><hyperparameter-tuning>","2",""
"49748","1","2019-04-23 05:59:57","2","35","<machine-learning>","1",""
"49751","1","2019-04-23 06:03:45","2","2327","<python>","2",""
"49752","1","2019-04-23 06:05:21","0","184","<python><neural-network>","1","1"
"49756","1","2019-04-23 06:48:26","-1","273","<machine-learning><clustering><machine-learning-model><data-science-model><data-analysis>","1",""
"49758","1","2019-04-23 07:16:14","2","1707","<python><neural-network><scikit-learn><regression><xgboost>","2","1"
"49760","1","2019-04-23 07:41:48","0","44","<machine-learning><classification><predictive-modeling><machine-learning-model>","1",""
"49761","1","2019-04-23 07:45:12","-1","109","<deep-learning><nlp><natural-language-process><bayesian-networks>","1",""
"49765","1","2019-04-23 09:08:59","1","287","<machine-learning><python>","1",""
"49768","1","2019-04-23 10:04:56","0","44","<data><representation>","2",""
"49774","1","2019-04-23 11:53:15","3","427","<predictive-modeling><data-cleaning><normalization>","2",""
"49775","1","2019-04-23 12:04:07","0","504","<python><classification><scikit-learn>","1",""
"49777","1","2019-04-23 12:20:35","0","203","<cnn><accuracy>","1",""
"49780","1","2019-04-23 12:37:02","2","505","<classification><multilabel-classification><fuzzy-logic><fuzzy-classification>","2",""
"49786","1","2019-04-23 13:46:47","0","31","<feature-selection><pca><matlab>","1",""
"49792","1","2019-04-23 14:46:18","0","1446","<python><optimization>","0",""
"49795","1","2019-04-23 16:24:51","0","931","<neural-network><cnn>","0",""
"49800","1","2019-04-23 18:18:44","0","47","<machine-learning><classification><data>","0",""
"49802","1","2019-04-23 11:45:56","1","54","<deep-learning><python>","1",""
"49804","1","2019-04-23 20:44:55","0","151","<feature-selection><pca><matlab>","1",""
"49807","1","2019-04-23 22:04:24","0","1971","<python><neural-network><keras><accuracy>","1","1"
"49809","1","2019-04-23 23:44:44","0","34","<optimization><matlab><genetic-algorithms>","1",""
"50811","1","2019-04-24 01:26:57","0","105","<tensorflow><cnn><computer-vision><mnist>","0",""
"50814","1","2019-04-24 02:53:11","0","40","<machine-learning><feature-selection><feature-engineering>","1",""
"50815","1","2019-04-24 02:53:51","-1","124","<bigdata>","2","1"
"50816","1","2019-04-24 03:52:49","1","66","<machine-learning><python>","1",""
"50819","1","2019-04-24 05:15:55","0","40","<data-mining><visualization><data-analysis><tableau><powerbi>","1",""
"50820","1","2019-04-24 05:40:33","3","87","<machine-learning><deep-learning><nlp><machine-learning-model>","2","1"
"50823","1","2019-04-24 06:09:23","1","48","<decision-trees><matlab><class-imbalance><ensemble-learning>","0",""
"50824","1","2019-04-24 06:14:32","1","430","<python><nltk>","1","1"
"50825","1","2019-04-24 06:27:03","1","53","<machine-learning><deep-learning><keras><dataset><data-cleaning>","0","1"
"50829","1","2019-04-24 07:19:02","2","794","<machine-learning><python><linear-regression><machine-learning-model>","3",""
"78363","1","2020-07-27 09:16:01","1","33","<machine-learning><backpropagation>","0",""
"78365","1","2020-07-27 10:25:23","0","16","<machine-learning><loss-function>","0",""
"78369","1","2020-07-27 11:51:16","1","42","<machine-learning><cnn><accuracy><overfitting>","2",""
"78371","1","2020-07-27 12:54:28","1","63","<nlp><word-embeddings><word2vec><transfer-learning><named-entity-recognition>","1",""
"78373","1","2020-07-27 14:13:46","0","25","<keras>","0",""
"78374","1","2020-07-27 14:40:43","0","69","<python><error-handling><web-scraping>","1",""
"78376","1","2020-07-27 15:21:25","1","47","<decision-trees><multiclass-classification><math><mathematics><adaboost>","1",""
"78377","1","2020-07-27 15:33:12","2","69","<text-mining><pattern-recognition><grammar-inference>","2",""
"78378","1","2020-07-27 17:36:45","0","43","<clustering><k-means><hyperparameter><dbscan>","1",""
"78380","1","2020-07-27 18:28:47","0","28","<machine-learning><scikit-learn><nlp><feature-scaling>","1",""
"78383","1","2020-07-27 19:49:49","0","44","<xgboost><boosting><natural-gradient-boosting>","1",""
"78387","1","2020-07-27 20:59:55","0","23","<machine-learning><python><keras><tensorflow><machine-translation>","0",""
"78388","1","2020-07-27 21:45:07","0","31","<keras><tensorflow><lstm><rnn><parameter>","0",""
"78390","1","2020-07-27 23:19:54","0","45","<python><neural-network><word2vec><natural-language-process><semantic-similarity>","1",""
"78391","1","2020-07-27 23:21:49","0","19","<time-series><regression><graphs>","0",""
"78397","1","2020-07-28 02:52:29","0","16","<tensorflow><preprocessing><audio-recognition><speech-to-text>","0",""
"78399","1","2020-07-28 04:52:34","0","8","<anomaly-detection><natural-language-process><graphs><graph-neural-network><knowledge-graph>","0",""
"78400","1","2020-07-28 06:00:11","0","41","<python><classification>","0",""
"78401","1","2020-07-28 06:12:47","0","188","<regression><linear-regression><logistic-regression><overfitting>","1",""
"78403","1","2020-07-28 07:25:49","0","7","<machine-learning><deep-learning><cnn><unsupervised-learning><autoencoder>","0",""
"78404","1","2020-07-28 07:26:07","0","49","<machine-learning><xgboost>","1",""
"78405","1","2020-07-28 07:38:19","2","409","<machine-learning><deep-learning><keras><tensorflow><data-science-model>","1",""
"78408","1","2020-07-28 08:36:54","0","31","<nlp><word2vec><gensim><cosine-distance><vector-space-models>","0",""
"78410","1","2020-07-28 10:02:37","1","37","<machine-learning><python>","1",""
"78412","1","2020-07-28 10:43:46","2","212","<python><nlp><natural-language-process><named-entity-recognition><spacy>","1",""
"78413","1","2020-07-28 11:04:11","1","33","<dataset><unbalanced-classes><active-learning>","0","1"
"78414","1","2020-07-28 11:05:04","0","26","<machine-learning><classification><regression><class-imbalance><ab-test>","0",""
"78415","1","2020-07-28 11:38:02","0","12","<neural-network><graph-neural-network>","0",""
"78419","1","2020-07-28 13:22:32","0","30","<python><probability>","1",""
"78425","1","2020-07-28 14:23:35","0","25","<data-analysis><marketing>","1",""
"78429","1","2020-07-28 14:36:32","1","22","<cnn><loss-function><image-segmentation><multi-output>","1",""
"78431","1","2020-07-28 14:54:06","2","89","<machine-learning><deep-learning><classification><nlp>","1",""
"78436","1","2020-07-28 15:58:04","0","64","<machine-learning><python><svm><auc><roc>","2",""
"78437","1","2020-07-28 16:14:19","1","69","<time-series><dataset><lstm><forecasting>","2",""
"78438","1","2020-07-28 16:36:01","0","43","<machine-learning><r><dataset><statistics><supervised-learning>","0",""
"61501","1","2019-10-09 14:55:40","0","2057","<machine-learning><xgboost><gradient-descent>","2","2"
"61503","1","2019-10-09 15:21:46","0","19","<machine-learning><python>","0",""
"61506","1","2019-10-09 15:46:11","1","25","<word-embeddings><bias>","1",""
"61508","1","2019-10-09 16:11:19","1","39","<predictive-modeling><statistics><data-cleaning><prediction><preprocessing>","0",""
"61510","1","2019-10-09 17:01:24","1","275","<seaborn><scipy>","0",""
"61513","1","2019-10-09 17:46:50","1","54","<linear-regression><numpy>","1",""
"61530","1","2019-10-09 22:24:55","1","210","<grid-search><ensemble>","1",""
"61533","1","2019-10-10 02:56:59","2","68","<neural-network><perceptron><terminology><mlp>","2",""
"61536","1","2019-10-10 05:58:58","1","143","<machine-learning><neural-network><reinforcement-learning><dqn>","1",""
"61540","1","2019-10-10 06:51:08","0","27","<machine-learning><classifier>","1",""
"61544","1","2019-10-10 08:28:22","0","30","<dataset><ml>","1",""
"61546","1","2019-10-10 09:06:55","0","285","<machine-learning><python><deep-learning><keras><convnet>","1",""
"61548","1","2019-10-10 10:20:44","0","140","<python><scikit-learn><pandas><linear-regression>","3",""
"61549","1","2019-10-10 10:21:42","1","2236","<python><classification><scikit-learn><class-imbalance><imbalanced-learn>","3","2"
"61551","1","2019-10-10 11:21:04","0","69","<keras>","1",""
"61552","1","2019-10-10 11:54:41","1","567","<linear-regression>","1",""
"61557","1","2019-10-10 12:49:12","1","3485","<python><deep-learning><tensorflow><data-science-model>","1",""
